id,library,xai_graph_type,analytical_family,ai_problem_type,scope,qwen_score,pixtral_score,idefics_score,summary_score,rag_solution_score
000828,SHAP,Scatter,Dependence_Curve,Regression,Global,0.6869153,0.7094394,0.65596145,0.716835,0.70438135
000829,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.70814705,0.69005036,0.65661424,0.7015305,0.7108399
000830,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.69914913,0.7010085,0.6447282,0.6808738,0.70745534
000831,SHAP,Waterfall,Local_Attribution,Regression,Local,0.76893526,0.7321557,0.6947116,0.7500954,0.7225169
000832,SHAP,Force,Local_Attribution,Regression,Local,0.7227497,0.68299085,0.6326568,0.68204176,0.7304338
000833,SHAP,Bar,Local_Attribution,Regression,Local,0.74836093,0.7615715,0.73327446,0.70986575,0.73926234
000834,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7185531,0.71431285,0.7044685,0.70263654,0.7083532
000835,SHAP,Bar,Global_Summary,Regression,Global,0.7591312,0.7388239,0.7645794,0.7301571,0.7300306
000836,SHAP,Beeswarm,Global_Summary,Regression,Global,0.729798,0.74018097,0.7302526,0.73116636,0.75034744
000837,SHAP,Violin,Global_Summary,Regression,Global,0.716658,0.71425796,0.7125326,0.7180324,0.7263558
000838,SHAP,Scatter,Dependence_Curve,Regression,Global,0.725668,0.7276727,0.67097616,0.71215034,0.738011
000839,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7105512,0.6829087,0.666232,0.69440055,0.6979482
000840,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.6855764,0.7034777,0.6728035,0.6717967,0.6842066
000841,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7671305,0.7359456,0.6930053,0.7586352,0.7161632
000842,SHAP,Force,Local_Attribution,Classification,Local,0.7175493,0.67492956,0.68257535,0.65109944,0.72248656
000843,SHAP,Bar,Local_Attribution,Classification,Local,0.75201535,0.7561593,0.72543496,0.74683726,0.7652701
000844,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.7409433,0.74197435,0.68975806,0.7322333,0.71953124
000845,SHAP,Bar,Global_Summary,Classification,Global,0.7549181,0.7390847,0.75880575,0.73660177,0.755426
000846,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7711035,0.762452,0.73753333,0.741033,0.74028
000847,SHAP,Violin,Global_Summary,Classification,Global,0.7665599,0.7375874,0.76835185,0.7671841,0.7498746
000848,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7563206,0.7576404,0.7154982,0.74087876,0.7427976
000849,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7537377,0.74419266,0.6996888,0.72683924,0.7292466
000850,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7298479,0.75476986,0.68624324,0.71611124,0.7308184
000851,SHAP,Waterfall,Local_Attribution,Classification,Local,0.76717436,0.75628084,0.6817361,0.726926,0.7383455
000852,SHAP,Force,Local_Attribution,Classification,Local,0.73947257,0.7212953,0.70706755,0.70028204,0.725045
000853,SHAP,Bar,Local_Attribution,Classification,Local,0.76634973,0.760526,0.74419373,0.7508364,0.75533617
000854,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.70428383,0.70791763,0.69585985,0.6934698,0.69503134
000855,SHAP,Bar,Global_Summary,Classification,Global,0.77335864,0.76248616,0.7112636,0.7597074,0.7591255
000856,SHAP,Beeswarm,Global_Summary,Classification,Global,0.763855,0.7569838,0.7461095,0.7232689,0.76008993
000857,SHAP,Violin,Global_Summary,Classification,Global,0.7664008,0.7594737,0.7422433,0.7254884,0.7511559
000858,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7540655,0.7391467,0.69559264,0.7473785,0.7568895
000859,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.75040483,0.7368684,0.72906166,0.712713,0.74292046
000860,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7274036,0.70417434,0.6753235,0.70410335,0.74991417
000861,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7310027,0.7213778,0.66898656,0.72425336,0.72454315
000862,SHAP,Force,Local_Attribution,Classification,Local,0.7136757,0.69707537,0.66872835,0.66237295,0.69471246
000863,SHAP,Bar,Local_Attribution,Classification,Local,0.7332712,0.7378628,0.7092865,0.69211173,0.7360158
000864,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.70578647,0.7124498,0.67500913,0.7060458,0.7027127
000865,SHAP,Bar,Global_Summary,Classification,Global,0.7396435,0.7398179,0.7457577,0.74976116,0.72997403
000866,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7437676,0.7727105,0.74161476,0.74062806,0.75517666
000867,SHAP,Violin,Global_Summary,Classification,Global,0.7476457,0.75597256,0.7275408,0.70719993,0.7382663
000868,SHAP,Scatter,Dependence_Curve,Classification,Global,0.71269065,0.7278456,0.72373426,0.6841443,0.74619085
000869,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.74070376,0.7215068,0.7057497,0.7080548,0.7243039
000870,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7207511,0.7267421,0.7207757,0.7108495,0.73231226
000871,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7736403,0.7536667,0.7148437,0.7457578,0.7450959
000872,SHAP,Force,Local_Attribution,Classification,Local,0.7021727,0.67919093,0.6789004,0.6853227,0.7015827
000873,SHAP,Bar,Local_Attribution,Classification,Local,0.7675072,0.7550361,0.7336482,0.74128866,0.7524391
000874,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.73847926,0.72130233,0.74199,0.7476091,0.70562077
000875,SHAP,Bar,Global_Summary,Classification,Global,0.77290535,0.7599402,0.7415056,0.75798047,0.7522211
000876,SHAP,Beeswarm,Global_Summary,Classification,Global,0.768884,0.7565315,0.70973307,0.74883586,0.7362551
000877,SHAP,Violin,Global_Summary,Classification,Global,0.74032533,0.74556553,0.7611647,0.7320459,0.7513335
000878,SHAP,Scatter,Dependence_Curve,Classification,Global,0.75004846,0.7601633,0.7366635,0.72782326,0.74913085
000879,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.75377375,0.7288173,0.677325,0.7063781,0.71375453
000880,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.72457397,0.72034127,0.7334997,0.7076336,0.770731
000881,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7577046,0.76855886,0.69215685,0.7407459,0.736382
000882,SHAP,Force,Local_Attribution,Classification,Local,0.7192629,0.7162299,0.6620657,0.7077848,0.7376894
000883,SHAP,Bar,Local_Attribution,Classification,Local,0.75919414,0.7554339,0.7309677,0.7295535,0.757196
000884,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.71913373,0.6884923,0.70544595,0.6905476,0.72631353
000885,SHAP,Bar,Global_Summary,Classification,Global,0.75115716,0.7484557,0.7375245,0.75363237,0.76612943
000886,SHAP,Beeswarm,Global_Summary,Classification,Global,0.75274485,0.76658726,0.75510293,0.7511115,0.75021344
000887,SHAP,Violin,Global_Summary,Classification,Global,0.78012496,0.75384325,0.75145733,0.73343766,0.75370604
000888,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7400639,0.7329,0.72665185,0.71662974,0.7089484
000889,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7463112,0.71919805,0.72083676,0.7255328,0.73968107
000890,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.74127173,0.7306339,0.72901154,0.72474235,0.73247135
000891,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7703194,0.72901636,0.69950944,0.71928006,0.75120986
000892,SHAP,Force,Local_Attribution,Classification,Local,0.7474393,0.7192502,0.65111244,0.6622234,0.73086864
000893,SHAP,Bar,Local_Attribution,Classification,Local,0.76923865,0.7528056,0.70176333,0.74304813,0.76158166
000894,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.73501027,0.72561246,0.6599407,0.72578603,0.7084335
000895,SHAP,Bar,Global_Summary,Classification,Global,0.7707778,0.74646556,0.71739715,0.7333992,0.76904505
000896,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7510315,0.7752579,0.7669356,0.7542062,0.7476352
000897,SHAP,Violin,Global_Summary,Classification,Global,0.7276275,0.74732107,0.73090106,0.7286756,0.7441505
000898,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7324219,0.72423416,0.6715573,0.727934,0.7386178
000899,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.73921126,0.70524144,0.7119333,0.72695005,0.7231803
000900,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7287915,0.7249122,0.7235729,0.7145197,0.75392234
000901,SHAP,Waterfall,Local_Attribution,Regression,Local,0.77381,0.7338886,0.7092202,0.72480077,0.77887803
000902,SHAP,Force,Local_Attribution,Regression,Local,0.7344551,0.70640755,0.6862802,0.7261622,0.7370565
000903,SHAP,Bar,Local_Attribution,Regression,Local,0.7654843,0.7775549,0.72934586,0.743189,0.77636105
000904,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7616677,0.74640346,0.71477157,0.756077,0.75176764
000905,SHAP,Bar,Global_Summary,Regression,Global,0.76387054,0.7645892,0.7358787,0.73542804,0.7765051
000906,SHAP,Beeswarm,Global_Summary,Regression,Global,0.73960924,0.7743413,0.7551666,0.7452748,0.7653418
000907,SHAP,Violin,Global_Summary,Regression,Global,0.75758743,0.75796014,0.7738943,0.7477218,0.77441937
000908,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7093983,0.74021196,0.69970584,0.7107191,0.7428592
000909,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7633772,0.7494165,0.7036578,0.7580316,0.7255019
000910,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.72745645,0.74868757,0.69502485,0.71896785,0.74422926
000911,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7696928,0.7525983,0.74847627,0.74415374,0.73909
000912,SHAP,Force,Local_Attribution,Regression,Local,0.7682854,0.70656043,0.7396384,0.69049,0.7367564
000913,SHAP,Bar,Local_Attribution,Regression,Local,0.76472974,0.7576657,0.7743864,0.7657996,0.755542
000914,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.76345533,0.743858,0.67938524,0.7519318,0.7516407
000915,SHAP,Bar,Global_Summary,Regression,Global,0.75631624,0.7871548,0.74950624,0.7783192,0.74360496
000916,SHAP,Beeswarm,Global_Summary,Regression,Global,0.76904035,0.78701746,0.75557053,0.76425636,0.75513977
000917,SHAP,Violin,Global_Summary,Regression,Global,0.7626867,0.7411656,0.77790195,0.7433234,0.7642336
000918,SHAP,Scatter,Dependence_Curve,Regression,Global,0.757502,0.74225944,0.7619728,0.7182132,0.76122427
000919,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7592377,0.7288046,0.70454854,0.71459764,0.7242887
000920,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7268965,0.7128132,0.7053363,0.69715506,0.718359
000921,LIME,Bar,Local_Attribution,Regression,Local,0.73134696,0.70655423,0.72212976,0.7274121,0.7306536
000922,LIME,Dashboard,Local_Attribution,Regression,Local,0.706346,0.68912077,0.64650923,0.6884636,0.7018892
000923,LIME,Bar,Local_Attribution,Regression,Local,0.7248837,0.70365,0.7178113,0.7222153,0.7389457
000924,LIME,Dashboard,Local_Attribution,Regression,Local,0.71030414,0.70336187,0.7144572,0.7155369,0.7067379
000925,LIME,Bar,Local_Attribution,Regression,Local,0.73692703,0.7118878,0.72323835,0.7127926,0.7398266
000926,LIME,Dashboard,Local_Attribution,Regression,Local,0.71486557,0.72292584,0.70282567,0.71120864,0.71442324
000927,LIME,Bar,Local_Attribution,Regression,Local,0.7331924,0.7331231,0.7588008,0.7223592,0.73202014
000928,LIME,Dashboard,Local_Attribution,Regression,Local,0.70413953,0.7185133,0.66485393,0.6933274,0.7222761
000929,LIME,Bar,Local_Attribution,Regression,Local,0.72994244,0.7218136,0.68875164,0.7010516,0.7422234
000930,LIME,Dashboard,Local_Attribution,Regression,Local,0.71173453,0.7025659,0.7172812,0.6853022,0.70555925
000931,LIME,Bar,Local_Attribution,Regression,Local,0.7287184,0.71791416,0.7157633,0.70539206,0.74093026
000932,LIME,Dashboard,Local_Attribution,Regression,Local,0.70893997,0.7469789,0.7325222,0.7138477,0.7062029
000933,LIME,Bar,Local_Attribution,Regression,Local,0.7175307,0.71151614,0.7361248,0.7076331,0.72041655
000934,LIME,Dashboard,Local_Attribution,Regression,Local,0.71203643,0.71070325,0.69997346,0.6811185,0.70487267
000935,LIME,Bar,Local_Attribution,Regression,Local,0.713061,0.68997097,0.69754285,0.6674809,0.6990696
000936,LIME,Dashboard,Local_Attribution,Regression,Local,0.72100633,0.69210726,0.7031845,0.6937654,0.70119447
000937,LIME,Bar,Local_Attribution,Regression,Local,0.73736477,0.7289999,0.73811954,0.7302163,0.7431108
000938,LIME,Dashboard,Local_Attribution,Regression,Local,0.7010669,0.7136193,0.72311604,0.7120441,0.7064753
000939,LIME,Bar,Local_Attribution,Regression,Local,0.7370725,0.71621734,0.7204187,0.72613156,0.69996774
000940,LIME,Dashboard,Local_Attribution,Regression,Local,0.7047383,0.71305263,0.6786655,0.69348246,0.7140293
000941,LIME,Bar,Local_Attribution,Regression,Local,0.72568417,0.7376944,0.7489342,0.7385089,0.74485666
000942,LIME,Dashboard,Local_Attribution,Regression,Local,0.70038974,0.6932471,0.6965495,0.68038917,0.69224304
000943,LIME,Bar,Local_Attribution,Classification,Local,0.7696142,0.7310485,0.7452285,0.7404226,0.7198613
000944,LIME,Dashboard,Local_Attribution,Classification,Local,0.7033549,0.67779857,0.63407505,0.67516863,0.6934317
000945,LIME,Bar,Local_Attribution,Classification,Local,0.7825594,0.75064844,0.73965627,0.72478634,0.72464406
000946,LIME,Dashboard,Local_Attribution,Classification,Local,0.6639244,0.65652424,0.6122905,0.6505551,0.67031866
000947,LIME,Bar,Local_Attribution,Classification,Local,0.7733292,0.72338486,0.72093123,0.7126921,0.7282476
000948,LIME,Dashboard,Local_Attribution,Classification,Local,0.67267036,0.693634,0.64528275,0.65226007,0.6649112
000949,LIME,Bar,Local_Attribution,Classification,Local,0.72955865,0.7137831,0.7181061,0.70980424,0.727827
000950,LIME,Dashboard,Local_Attribution,Classification,Local,0.7058729,0.6655667,0.7055008,0.6980795,0.6496931
000951,LIME,Bar,Local_Attribution,Classification,Local,0.7607881,0.72444934,0.7269495,0.72302467,0.74839705
000952,LIME,Dashboard,Local_Attribution,Classification,Local,0.6934125,0.6638394,0.6465471,0.65542585,0.68389845
000953,LIME,Bar,Local_Attribution,Classification,Local,0.7792673,0.72931856,0.7113753,0.7644065,0.7020601
000954,LIME,Dashboard,Local_Attribution,Classification,Local,0.64769536,0.6393064,0.6384885,0.6173103,0.656333
000955,LIME,Bar,Local_Attribution,Classification,Local,0.7433736,0.73062694,0.7056528,0.7075689,0.7450923
000956,LIME,Dashboard,Local_Attribution,Classification,Local,0.6699842,0.66617465,0.67541695,0.650801,0.6849443
000957,LIME,Bar,Local_Attribution,Classification,Local,0.7122793,0.7209361,0.73032296,0.71123785,0.72956526
000958,LIME,Dashboard,Local_Attribution,Classification,Local,0.6846452,0.68166196,0.64563006,0.6850957,0.67647475
000959,LIME,Bar,Local_Attribution,Classification,Local,0.7767847,0.7317618,0.7086142,0.7748127,0.75025237
000960,LIME,Dashboard,Local_Attribution,Classification,Local,0.6660297,0.64426696,0.6693968,0.6756156,0.6544493
000961,LIME,Bar,Local_Attribution,Classification,Local,0.78508943,0.7115626,0.72093666,0.7742877,0.74705553
000962,LIME,Dashboard,Local_Attribution,Classification,Local,0.6442984,0.63403463,0.61392355,0.6176936,0.6601477
000963,LIME,Bar,Local_Attribution,Classification,Local,0.7780018,0.7527662,0.72025496,0.7556258,0.7348283
000964,LIME,Dashboard,Local_Attribution,Classification,Local,0.6884325,0.66629183,0.65107137,0.6522116,0.64616513
000965,LIME,Bar,Local_Attribution,Classification,Local,0.7859207,0.69667584,0.7575897,0.7838968,0.71394086
000966,LIME,Dashboard,Local_Attribution,Classification,Local,0.6750241,0.64271504,0.60812604,0.61917037,0.65894425
000967,LIME,Bar,Local_Attribution,Classification,Local,0.8016243,0.719791,0.7207163,0.6955008,0.76219356
000968,LIME,Dashboard,Local_Attribution,Classification,Local,0.6847759,0.67498195,0.64683175,0.68823427,0.644295
000969,LIME,Bar,Local_Attribution,Classification,Local,0.7809378,0.73344547,0.7007111,0.6900034,0.7260508
000970,LIME,Dashboard,Local_Attribution,Classification,Local,0.6791144,0.64429456,0.646159,0.65229654,0.6488571
000971,LIME,Bar,Local_Attribution,Classification,Local,0.78074634,0.7292667,0.7322941,0.7427354,0.72665614
000972,LIME,Dashboard,Local_Attribution,Classification,Local,0.65256786,0.62146974,0.62105364,0.6301788,0.63670534
000973,LIME,Bar,Local_Attribution,Classification,Local,0.7597236,0.70249677,0.66614026,0.6917531,0.71629256
000974,LIME,Dashboard,Local_Attribution,Classification,Local,0.67339337,0.62165624,0.6399514,0.6342563,0.5918105
000975,LIME,Bar,Local_Attribution,Classification,Local,0.75542516,0.7100742,0.7305905,0.73678726,0.6958518
000976,LIME,Dashboard,Local_Attribution,Classification,Local,0.6912445,0.6572537,0.6370152,0.6397031,0.66581506
000977,LIME,Bar,Local_Attribution,Classification,Local,0.7748948,0.69519824,0.74811673,0.76864934,0.72201765
000978,LIME,Dashboard,Local_Attribution,Classification,Local,0.69598716,0.6618651,0.63622534,0.6651502,0.6688958
000979,LIME,Bar,Local_Attribution,Classification,Local,0.75688446,0.70733005,0.7323305,0.7105912,0.71642053
000980,LIME,Dashboard,Local_Attribution,Classification,Local,0.6939614,0.6650838,0.6421996,0.6529608,0.67768246
000981,LIME,Bar,Local_Attribution,Classification,Local,0.74933875,0.73799753,0.6984516,0.7269165,0.73000854
000982,LIME,Dashboard,Local_Attribution,Classification,Local,0.65275806,0.650203,0.6276444,0.65364933,0.6486725
000983,LIME,Bar,Local_Attribution,Regression,Local,0.7451446,0.7207015,0.70641583,0.7251954,0.72136855
000984,LIME,Dashboard,Local_Attribution,Regression,Local,0.69254935,0.67426926,0.602687,0.6886021,0.67919546
000985,LIME,Bar,Local_Attribution,Regression,Local,0.7489403,0.71794206,0.6961497,0.7348813,0.74253875
000986,LIME,Dashboard,Local_Attribution,Regression,Local,0.67524904,0.69759774,0.62361574,0.6913839,0.6849342
000987,LIME,Bar,Local_Attribution,Regression,Local,0.7426118,0.75975335,0.6958648,0.7419644,0.7182898
000988,LIME,Dashboard,Local_Attribution,Regression,Local,0.7022338,0.6716092,0.65872943,0.64751095,0.7065476
000989,LIME,Bar,Local_Attribution,Regression,Local,0.7579322,0.73253065,0.7081782,0.7485179,0.7265094
000990,LIME,Dashboard,Local_Attribution,Regression,Local,0.70144224,0.67556435,0.67007345,0.6502804,0.67074424
000991,LIME,Bar,Local_Attribution,Regression,Local,0.7559981,0.71645975,0.69056076,0.72789854,0.70194215
000992,LIME,Dashboard,Local_Attribution,Regression,Local,0.6475784,0.670419,0.6359552,0.65602106,0.6763621
000993,LIME,Bar,Local_Attribution,Regression,Local,0.740095,0.7151651,0.69946903,0.73876446,0.728167
000994,LIME,Dashboard,Local_Attribution,Regression,Local,0.6976991,0.68918353,0.66059417,0.68459463,0.6947792
000995,LIME,Bar,Local_Attribution,Regression,Local,0.7771796,0.68905133,0.69270915,0.7304603,0.70648986
000996,LIME,Dashboard,Local_Attribution,Regression,Local,0.6828297,0.693669,0.6234257,0.6735819,0.6538744
000997,LIME,Bar,Local_Attribution,Regression,Local,0.7664942,0.7248062,0.716207,0.7655429,0.7412686
000998,LIME,Dashboard,Local_Attribution,Regression,Local,0.68083394,0.6635105,0.6732583,0.669295,0.7019623
000999,LIME,Bar,Local_Attribution,Regression,Local,0.7364251,0.71619266,0.6957387,0.660672,0.69026554
001000,LIME,Dashboard,Local_Attribution,Regression,Local,0.6850811,0.64813566,0.61323184,0.6613042,0.6743103
001001,LIME,Bar,Local_Attribution,Regression,Local,0.73714656,0.7039715,0.7336915,0.7370717,0.7165806
001002,LIME,Dashboard,Local_Attribution,Regression,Local,0.6956818,0.69403094,0.64680296,0.6790916,0.68158746
001003,LIME,Bar,Local_Attribution,Regression,Local,0.7618966,0.7383892,0.69922775,0.7404136,0.72744894
001004,LIME,Dashboard,Local_Attribution,Regression,Local,0.7169122,0.7038954,0.6862395,0.7306142,0.70306927
001005,LIME,Bar,Local_Attribution,Classification,Local,0.7875507,0.7266281,0.72759765,0.70663637,0.72345465
001006,LIME,Dashboard,Local_Attribution,Classification,Local,0.693778,0.6839742,0.65561,0.6704681,0.6893983
001007,LIME,Bar,Local_Attribution,Classification,Local,0.7517375,0.75585043,0.7561207,0.7262323,0.68820804
001008,LIME,Dashboard,Local_Attribution,Classification,Local,0.720232,0.6824115,0.6607011,0.67468876,0.69246745
001009,LIME,Bar,Local_Attribution,Classification,Local,0.76281136,0.7483908,0.71630657,0.7161396,0.7726355
001010,LIME,Dashboard,Local_Attribution,Classification,Local,0.7134975,0.6904448,0.6618992,0.7348532,0.68882394
001011,LIME,Bar,Local_Attribution,Classification,Local,0.7498569,0.73237044,0.72596085,0.7590483,0.7500309
001012,LIME,Dashboard,Local_Attribution,Classification,Local,0.7104482,0.68451124,0.66205364,0.6924377,0.67813295
001013,LIME,Bar,Local_Attribution,Classification,Local,0.7628433,0.74143744,0.71109104,0.75539947,0.7594636
001014,LIME,Dashboard,Local_Attribution,Classification,Local,0.6972034,0.68335456,0.6545219,0.6953653,0.69991964
001015,LIME,Bar,Local_Attribution,Classification,Local,0.75438607,0.74114925,0.70891255,0.71816343,0.7731142
001016,LIME,Dashboard,Local_Attribution,Classification,Local,0.70254326,0.6893238,0.67055494,0.7112806,0.6907106
001017,LIME,Bar,Local_Attribution,Classification,Local,0.7564138,0.75659037,0.71357596,0.72288513,0.74405456
001018,LIME,Dashboard,Local_Attribution,Classification,Local,0.7350735,0.6913271,0.6662287,0.71157557,0.6698836
001019,LIME,Bar,Local_Attribution,Classification,Local,0.77090514,0.72385716,0.727249,0.7317858,0.7571437
001020,LIME,Dashboard,Local_Attribution,Classification,Local,0.7020639,0.6606713,0.6480641,0.6476269,0.7146394
001021,LIME,Bar,Local_Attribution,Classification,Local,0.76496625,0.768063,0.73557967,0.7286676,0.75291634
001022,LIME,Dashboard,Local_Attribution,Classification,Local,0.6970687,0.6938807,0.65906924,0.6638105,0.6908052
001023,LIME,Bar,Local_Attribution,Classification,Local,0.761574,0.72854555,0.7219439,0.74769044,0.7579413
001024,LIME,Dashboard,Local_Attribution,Classification,Local,0.70601803,0.6769052,0.6669154,0.6636432,0.70250577
001025,LIME,Bar,Local_Attribution,Classification,Local,0.7743877,0.73546326,0.7302262,0.72569996,0.7347562
001026,LIME,Dashboard,Local_Attribution,Classification,Local,0.67148393,0.6693545,0.6544837,0.65384907,0.66077214
001027,LIME,Bar,Local_Attribution,Classification,Local,0.7839097,0.7148154,0.7312834,0.7088995,0.7128948
001028,LIME,Dashboard,Local_Attribution,Classification,Local,0.6770033,0.64201516,0.6293679,0.62547535,0.6533243
001029,LIME,Bar,Local_Attribution,Classification,Local,0.76765656,0.7233666,0.7392856,0.7486558,0.72696614
001030,LIME,Dashboard,Local_Attribution,Classification,Local,0.67783546,0.7001866,0.65582913,0.62493336,0.6686125
001031,LIME,Bar,Local_Attribution,Classification,Local,0.7998681,0.72993916,0.7073929,0.7005814,0.7454114
001032,LIME,Dashboard,Local_Attribution,Classification,Local,0.6546193,0.7072641,0.63926864,0.6403516,0.67790145
001033,LIME,Bar,Local_Attribution,Classification,Local,0.78224856,0.7448046,0.7456956,0.7591807,0.7444232
001034,LIME,Dashboard,Local_Attribution,Classification,Local,0.6867178,0.6772887,0.6280829,0.6842818,0.7077155
001035,LIME,Bar,Local_Attribution,Classification,Local,0.75605613,0.7444189,0.7251257,0.749982,0.7533181
001036,LIME,Dashboard,Local_Attribution,Classification,Local,0.6921049,0.6499674,0.6718713,0.6204248,0.67037714
001037,LIME,Bar,Local_Attribution,Classification,Local,0.7551876,0.7267599,0.74322706,0.7242709,0.74209195
001038,LIME,Dashboard,Local_Attribution,Classification,Local,0.7073321,0.6886917,0.71138513,0.6961123,0.6568255
001039,LIME,Bar,Local_Attribution,Classification,Local,0.75798726,0.7319363,0.7363441,0.7101713,0.747063
001040,LIME,Dashboard,Local_Attribution,Classification,Local,0.72756386,0.70357853,0.6824609,0.673892,0.66988456
001041,LIME,Bar,Local_Attribution,Classification,Local,0.7929846,0.71807545,0.71438324,0.71842366,0.7646299
001042,LIME,Dashboard,Local_Attribution,Classification,Local,0.71651447,0.69506264,0.6600221,0.68348825,0.7251993
001043,LIME,Bar,Local_Attribution,Classification,Local,0.76902646,0.7559019,0.7481913,0.724583,0.735244
001044,LIME,Dashboard,Local_Attribution,Classification,Local,0.74678475,0.7015589,0.6855755,0.69403905,0.7102061
001045,LIME,Bar,Local_Attribution,Classification,Local,0.7761178,0.75764155,0.76164126,0.71867055,0.76196927
001046,LIME,Dashboard,Local_Attribution,Classification,Local,0.69035053,0.6811147,0.68104833,0.6953231,0.6694271
001047,LIME,Bar,Local_Attribution,Classification,Local,0.7877768,0.7423034,0.73079824,0.72714347,0.7478262
001048,LIME,Dashboard,Local_Attribution,Classification,Local,0.7250388,0.67630607,0.68754846,0.660305,0.6975269
001049,LIME,Bar,Local_Attribution,Classification,Local,0.7891654,0.7579322,0.7400616,0.73376346,0.7453692
001050,LIME,Dashboard,Local_Attribution,Classification,Local,0.7289955,0.6904556,0.71384037,0.71858627,0.6889782
001051,LIME,Bar,Local_Attribution,Classification,Local,0.79729044,0.7622466,0.73318446,0.75899214,0.7655526
001052,LIME,Dashboard,Local_Attribution,Classification,Local,0.7111069,0.6996531,0.68296814,0.69633174,0.7120937
001053,LIME,Bar,Local_Attribution,Regression,Local,0.744599,0.7392648,0.7465044,0.7351229,0.73063534
001054,LIME,Dashboard,Local_Attribution,Regression,Local,0.70296395,0.6877112,0.6620482,0.6580411,0.69443166
001055,LIME,Bar,Local_Attribution,Regression,Local,0.75508356,0.72866166,0.7054454,0.7373709,0.75273454
001056,LIME,Dashboard,Local_Attribution,Regression,Local,0.7002159,0.69749,0.67333007,0.68484086,0.7080677
001057,LIME,Bar,Local_Attribution,Regression,Local,0.7335536,0.7213432,0.710448,0.72988325,0.7288189
001058,LIME,Dashboard,Local_Attribution,Regression,Local,0.7267246,0.7075493,0.6796013,0.7017468,0.7043857
001059,LIME,Bar,Local_Attribution,Regression,Local,0.74323905,0.73645765,0.75140655,0.7387002,0.7298247
001060,LIME,Dashboard,Local_Attribution,Regression,Local,0.70821244,0.7062901,0.68208146,0.6871254,0.703878
001061,LIME,Bar,Local_Attribution,Regression,Local,0.7473824,0.7447402,0.74659604,0.7328122,0.72610795
001062,LIME,Dashboard,Local_Attribution,Regression,Local,0.70898914,0.69761837,0.67499363,0.6677418,0.71534777
001063,LIME,Bar,Local_Attribution,Regression,Local,0.74654466,0.7541027,0.7457213,0.7364081,0.74613863
001064,LIME,Dashboard,Local_Attribution,Regression,Local,0.71306026,0.70134133,0.6564424,0.69316727,0.71176857
001065,LIME,Bar,Local_Attribution,Regression,Local,0.74263036,0.72750306,0.7005964,0.73328376,0.73421913
001066,LIME,Dashboard,Local_Attribution,Regression,Local,0.7266712,0.6683692,0.6535486,0.6456868,0.69501674
001067,LIME,Bar,Local_Attribution,Regression,Local,0.7624064,0.7452607,0.7353159,0.7269741,0.7637834
001068,LIME,Dashboard,Local_Attribution,Regression,Local,0.72073,0.67544335,0.66321427,0.64217037,0.69682145
001069,LIME,Bar,Local_Attribution,Regression,Local,0.74015296,0.75749934,0.68596244,0.715607,0.72059
001070,LIME,Dashboard,Local_Attribution,Regression,Local,0.7027426,0.7299438,0.6169064,0.6946785,0.7034523
