id,library,xai_graph_type,analytical_family,ai_problem_type,scope,qwen_score,pixtral_score,idefics_score,summary_score,rag_solution_score
000588,SHAP,Scatter,Dependence_Curve,Regression,Global,0.72072464,0.715563,0.6577408,0.69024974,0.7071845
000589,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.758556,0.7373222,0.699207,0.7584045,0.7335341
000590,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7085592,0.68951136,0.68577313,0.6738425,0.7269681
000591,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7850436,0.75019467,0.72091645,0.72839665,0.7690408
000592,SHAP,Force,Local_Attribution,Regression,Local,0.7290931,0.70830435,0.7107141,0.69241387,0.72000533
000593,SHAP,Bar,Local_Attribution,Regression,Local,0.7626024,0.7860557,0.72501314,0.74103224,0.7593305
000594,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7484677,0.7400075,0.69027025,0.7322218,0.71706265
000595,SHAP,Bar,Global_Summary,Regression,Global,0.77781606,0.7555766,0.7337657,0.7363241,0.76930165
000596,SHAP,Beeswarm,Global_Summary,Regression,Global,0.76167375,0.7922681,0.7653923,0.77263105,0.7659611
000597,SHAP,Violin,Global_Summary,Regression,Global,0.7573981,0.75193465,0.7584094,0.71965253,0.74207026
000598,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7411379,0.70756036,0.7050995,0.69969225,0.7293805
000599,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.78450143,0.75039333,0.7096598,0.77589184,0.75500864
000600,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7078783,0.69910383,0.7153374,0.70570433,0.74372995
000601,SHAP,Waterfall,Local_Attribution,Regression,Local,0.78493506,0.75832856,0.7470541,0.73056006,0.7556245
000602,SHAP,Force,Local_Attribution,Regression,Local,0.7399649,0.70310897,0.7019225,0.6715421,0.7175444
000603,SHAP,Bar,Local_Attribution,Regression,Local,0.7788663,0.7724051,0.7536031,0.7652613,0.75323725
000604,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.732488,0.73456556,0.69585013,0.7275345,0.7272541
000605,SHAP,Bar,Global_Summary,Regression,Global,0.761527,0.77834654,0.75151336,0.7432443,0.7805741
000606,SHAP,Beeswarm,Global_Summary,Regression,Global,0.75733984,0.7912916,0.76252043,0.7628251,0.772079
000607,SHAP,Violin,Global_Summary,Regression,Global,0.76077306,0.752522,0.7568091,0.74201924,0.776986
000608,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7453622,0.7080078,0.72602254,0.69708717,0.71592456
000609,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7561093,0.7219327,0.7361272,0.7448826,0.769117
000610,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.71290046,0.71371555,0.6833084,0.6953744,0.7284445
000611,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7813512,0.7741729,0.7009941,0.7448518,0.76443064
000612,SHAP,Force,Local_Attribution,Regression,Local,0.74153256,0.713139,0.6704908,0.7125626,0.7346744
000613,SHAP,Bar,Local_Attribution,Regression,Local,0.7720238,0.76946104,0.73752856,0.74717695,0.7444366
000614,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7809273,0.73339427,0.70834506,0.74547845,0.76690245
000615,SHAP,Bar,Global_Summary,Regression,Global,0.768827,0.78031296,0.7672094,0.76371366,0.774676
000616,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7700777,0.7768752,0.7557632,0.7614096,0.7687709
000617,SHAP,Violin,Global_Summary,Regression,Global,0.7593693,0.7559568,0.7823975,0.7502533,0.76556224
000618,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7047457,0.70352286,0.6983373,0.69115937,0.6956307
000619,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.79688233,0.7414524,0.7066676,0.7940735,0.75309443
000620,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.70299315,0.708141,0.6784394,0.63362163,0.7205681
000621,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7712042,0.7431097,0.75733006,0.76189524,0.7651979
000622,SHAP,Force,Local_Attribution,Regression,Local,0.73360974,0.7055251,0.6906474,0.6998582,0.7253422
000623,SHAP,Bar,Local_Attribution,Regression,Local,0.7892316,0.7545912,0.7571191,0.7099392,0.76511824
000624,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.79441506,0.7289561,0.6699556,0.74654806,0.74627006
000625,SHAP,Bar,Global_Summary,Regression,Global,0.75290245,0.7697526,0.71680623,0.74537027,0.75564885
000626,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7728481,0.77703655,0.74646765,0.7348023,0.7584665
000627,SHAP,Violin,Global_Summary,Regression,Global,0.7796868,0.73993427,0.76207924,0.7486413,0.75129306
000628,SHAP,Scatter,Dependence_Curve,Regression,Global,0.70569426,0.7244229,0.69550467,0.6808024,0.7272976
000629,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7585524,0.7492295,0.71218055,0.69295377,0.73743695
000630,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.71809787,0.73740023,0.7003339,0.7042513,0.7317301
000631,SHAP,Waterfall,Local_Attribution,Regression,Local,0.76825655,0.76974994,0.7232624,0.7505412,0.7596416
000632,SHAP,Force,Local_Attribution,Regression,Local,0.73986036,0.702616,0.68768,0.7078517,0.73232883
000633,SHAP,Bar,Local_Attribution,Regression,Local,0.799185,0.76215094,0.76474816,0.748367,0.7812797
000634,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.747523,0.72467256,0.69698095,0.70324767,0.7082518
000635,SHAP,Bar,Global_Summary,Regression,Global,0.7862954,0.7777433,0.7502096,0.76861244,0.7716248
000636,SHAP,Beeswarm,Global_Summary,Regression,Global,0.77278394,0.7794143,0.7683158,0.75796485,0.78295255
000637,SHAP,Violin,Global_Summary,Regression,Global,0.77320933,0.74004185,0.7570292,0.77828276,0.7778294
000638,SHAP,Scatter,Dependence_Curve,Regression,Global,0.721455,0.7021476,0.72545874,0.7195656,0.7389689
000639,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.77418864,0.7292895,0.6971146,0.6867875,0.7617472
000640,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7357597,0.7320337,0.72951734,0.7254359,0.7545001
000641,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7474584,0.7381807,0.7371433,0.73770756,0.73820823
000642,SHAP,Force,Local_Attribution,Regression,Local,0.6990896,0.68067867,0.67414486,0.67285144,0.7003227
000643,SHAP,Bar,Local_Attribution,Regression,Local,0.7508846,0.73950016,0.73207825,0.698731,0.73719233
000644,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7119157,0.7215101,0.6954008,0.7175623,0.7716078
000645,SHAP,Bar,Global_Summary,Regression,Global,0.75096923,0.72273034,0.73716885,0.7411572,0.7346227
000646,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7804576,0.770291,0.75651747,0.7603781,0.7506299
000647,SHAP,Violin,Global_Summary,Regression,Global,0.778729,0.7390427,0.76756644,0.7384605,0.7470234
000648,SHAP,Scatter,Dependence_Curve,Regression,Global,0.74943304,0.733313,0.6807871,0.7397637,0.72397125
000649,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.7448554,0.7488597,0.72386736,0.7294908,0.7563764
000650,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.70865285,0.7007195,0.69720244,0.67133754,0.70047647
000651,SHAP,Waterfall,Local_Attribution,Regression,Local,0.77750856,0.7308154,0.72998214,0.73473936,0.7636136
000652,SHAP,Force,Local_Attribution,Regression,Local,0.69053584,0.73798734,0.69167787,0.71337664,0.720172
000653,SHAP,Bar,Local_Attribution,Regression,Local,0.78586996,0.7729886,0.7194148,0.75552845,0.7635819
000654,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.8058612,0.75111485,0.7015443,0.79005235,0.7673111
000655,SHAP,Bar,Global_Summary,Regression,Global,0.7727832,0.76246953,0.74481565,0.7572819,0.76470107
000656,SHAP,Beeswarm,Global_Summary,Regression,Global,0.77711976,0.7712925,0.7633489,0.75152254,0.7671175
000657,SHAP,Violin,Global_Summary,Regression,Global,0.7725967,0.71497595,0.75064176,0.75532216,0.7465419
000658,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7059369,0.69610536,0.6786649,0.67425305,0.726474
000659,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.76465786,0.7298282,0.7135023,0.7563019,0.756075
000660,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.72980624,0.7246512,0.72520214,0.72307473,0.72689116
000661,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7616211,0.7699218,0.7451046,0.7551986,0.7657534
000662,SHAP,Force,Local_Attribution,Regression,Local,0.75347066,0.7324647,0.71980107,0.7341933,0.73498917
000663,SHAP,Bar,Local_Attribution,Regression,Local,0.7909934,0.7675741,0.78554547,0.75463706,0.77956414
000664,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.76411015,0.74384916,0.68743145,0.7478934,0.72264236
000665,SHAP,Bar,Global_Summary,Regression,Global,0.7767321,0.767889,0.743725,0.752427,0.78751296
000666,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7750286,0.775548,0.7753774,0.74551415,0.78027415
000667,SHAP,Violin,Global_Summary,Regression,Global,0.7767307,0.77376825,0.7627668,0.7518676,0.78524786
000668,SHAP,Scatter,Dependence_Curve,Regression,Global,0.71483105,0.70529336,0.7108883,0.72201914,0.7097422
000669,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.767128,0.70138127,0.7157112,0.76629776,0.7608346
000670,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7033952,0.7190878,0.6840603,0.6779155,0.71748674
000671,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7398941,0.7383906,0.7532991,0.7147572,0.72122973
000672,SHAP,Force,Local_Attribution,Regression,Local,0.70751166,0.66800016,0.67904097,0.6577071,0.6997062
000673,SHAP,Bar,Local_Attribution,Regression,Local,0.7503707,0.7778568,0.76569957,0.7608782,0.73919195
000674,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7432848,0.7362557,0.68173087,0.70352834,0.7250706
000675,SHAP,Bar,Global_Summary,Regression,Global,0.7543001,0.7653991,0.7246599,0.7307065,0.7484365
000676,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7794029,0.7217207,0.76225054,0.73091644,0.7502247
000677,SHAP,Violin,Global_Summary,Regression,Global,0.7691028,0.7241118,0.7103161,0.7285128,0.73956895
000678,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7176387,0.7329644,0.684487,0.71968794,0.74105644
000679,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.74962837,0.7429586,0.72493464,0.741943,0.7424527
000680,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.72257054,0.7021155,0.6813905,0.6888965,0.6942475
000681,SHAP,Waterfall,Local_Attribution,Classification,Local,0.76387763,0.7389554,0.6909428,0.76398075,0.7460193
000682,SHAP,Force,Local_Attribution,Classification,Local,0.7282106,0.68314475,0.6873441,0.6869221,0.707855
000683,SHAP,Bar,Local_Attribution,Classification,Local,0.74108684,0.7624595,0.7646487,0.744218,0.75009257
000684,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.72027,0.69154376,0.7005748,0.6897451,0.69522035
000685,SHAP,Bar,Global_Summary,Classification,Global,0.76288646,0.7556811,0.7055356,0.721953,0.74419457
000686,SHAP,Beeswarm,Global_Summary,Classification,Global,0.77747536,0.7334919,0.74890697,0.7412927,0.7437293
000687,SHAP,Violin,Global_Summary,Classification,Global,0.74401367,0.7404617,0.7399055,0.7354462,0.71283436
000688,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7516467,0.73758656,0.7358013,0.7229668,0.7555904
000689,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.74060357,0.73075485,0.70395744,0.68418944,0.71709627
000690,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.6972347,0.6850866,0.6885314,0.68664455,0.6938462
000691,SHAP,Waterfall,Local_Attribution,Classification,Local,0.75427294,0.74839324,0.6596084,0.76024073,0.754881
000692,SHAP,Force,Local_Attribution,Classification,Local,0.7169869,0.6991435,0.66017294,0.7076444,0.6943281
000693,SHAP,Bar,Local_Attribution,Classification,Local,0.75654864,0.72663355,0.7288645,0.7212226,0.72967535
000694,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.75112194,0.7003292,0.6860075,0.72554344,0.705273
000695,SHAP,Bar,Global_Summary,Classification,Global,0.76544154,0.71661234,0.717784,0.7058085,0.7222524
000696,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7457995,0.7374862,0.7317345,0.7438203,0.72455686
000697,SHAP,Violin,Global_Summary,Classification,Global,0.7482345,0.7298686,0.69616246,0.7287058,0.72738993
000698,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7192385,0.6997618,0.70974493,0.7089877,0.7511236
000699,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.74593276,0.69815874,0.68835694,0.73625416,0.69027567
000700,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.70883095,0.66120374,0.7341357,0.6989517,0.6926553
000701,SHAP,Waterfall,Local_Attribution,Classification,Local,0.72627765,0.7088677,0.65075076,0.72427887,0.7134403
000702,SHAP,Force,Local_Attribution,Classification,Local,0.7151089,0.68882734,0.6725651,0.69014996,0.706341
000703,SHAP,Bar,Local_Attribution,Classification,Local,0.74095106,0.749467,0.7021408,0.7207841,0.7324584
000704,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.7114639,0.68559396,0.66993624,0.6805461,0.6864631
000705,SHAP,Bar,Global_Summary,Classification,Global,0.74123555,0.72512525,0.7334325,0.71734345,0.72347677
000706,SHAP,Beeswarm,Global_Summary,Classification,Global,0.76029575,0.73187596,0.72390693,0.725304,0.7231469
000707,SHAP,Violin,Global_Summary,Classification,Global,0.75575316,0.72053736,0.68995994,0.6761454,0.7118099
000708,SHAP,Scatter,Dependence_Curve,Classification,Global,0.737653,0.72638285,0.74719036,0.74602824,0.7529524
000709,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7239681,0.70225334,0.7276395,0.69521534,0.7071319
000710,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.6862589,0.65703106,0.636553,0.668831,0.67032987
000711,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7599318,0.7343962,0.67205316,0.74892354,0.73879296
000712,SHAP,Force,Local_Attribution,Classification,Local,0.7117299,0.678376,0.6975353,0.666983,0.7147821
000713,SHAP,Bar,Local_Attribution,Classification,Local,0.7525095,0.73444176,0.71437013,0.70496374,0.74356395
000714,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.77009785,0.7042676,0.69302136,0.7227587,0.6972214
000715,SHAP,Bar,Global_Summary,Classification,Global,0.76607424,0.7195099,0.73762625,0.74628794,0.7351229
000716,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7518877,0.74396574,0.691825,0.71632993,0.70898664
000717,SHAP,Violin,Global_Summary,Classification,Global,0.75201136,0.714622,0.6984453,0.7363829,0.7166217
000718,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7243682,0.7273877,0.73036927,0.70759773,0.7284621
000719,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.77558297,0.73665726,0.72114146,0.751052,0.74321604
000720,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.6869477,0.6774867,0.7150733,0.6526048,0.6840901
000721,SHAP,Waterfall,Local_Attribution,Classification,Local,0.76170963,0.75055575,0.68741685,0.7587592,0.7450954
000722,SHAP,Force,Local_Attribution,Classification,Local,0.6984336,0.6749504,0.6897097,0.6876531,0.7126104
000723,SHAP,Bar,Local_Attribution,Classification,Local,0.746973,0.70663726,0.72697985,0.72927004,0.7391637
000724,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.74660575,0.7240328,0.65585047,0.73459184,0.69441384
000725,SHAP,Bar,Global_Summary,Classification,Global,0.7547275,0.7269052,0.66651404,0.7233145,0.72276676
000726,SHAP,Beeswarm,Global_Summary,Classification,Global,0.73458403,0.738087,0.7689683,0.7192423,0.71332926
000727,SHAP,Violin,Global_Summary,Classification,Global,0.74225163,0.7191773,0.73660284,0.72849584,0.70590776
000728,SHAP,Scatter,Dependence_Curve,Classification,Global,0.72207266,0.7199857,0.7282967,0.69424856,0.7466164
000729,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.73599,0.68941385,0.6989065,0.69679993,0.72691756
000730,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.6953734,0.6794782,0.6448384,0.68079966,0.70640653
000731,SHAP,Waterfall,Local_Attribution,Classification,Local,0.75512344,0.7049218,0.6510837,0.72042555,0.74127793
000732,SHAP,Force,Local_Attribution,Classification,Local,0.7064957,0.70366,0.6411687,0.66590935,0.7026623
000733,SHAP,Bar,Local_Attribution,Classification,Local,0.7599368,0.7502004,0.69770616,0.74263436,0.738617
000734,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.76992506,0.68268913,0.6459817,0.734609,0.7152112
000735,SHAP,Bar,Global_Summary,Classification,Global,0.75728905,0.72712934,0.66891605,0.7330171,0.72157055
000736,SHAP,Beeswarm,Global_Summary,Classification,Global,0.74980134,0.7357941,0.71265084,0.73636764,0.72867674
000737,SHAP,Violin,Global_Summary,Classification,Global,0.71574795,0.72791946,0.7032411,0.7201389,0.7183417
000738,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7021736,0.7049306,0.65054333,0.6891951,0.7216465
000739,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7578014,0.7089573,0.6622933,0.7451183,0.69095445
000740,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.68377525,0.6892498,0.6946592,0.7004412,0.7123691
000741,SHAP,Waterfall,Local_Attribution,Classification,Local,0.74868363,0.75688875,0.6653918,0.74228764,0.72603554
000742,SHAP,Force,Local_Attribution,Classification,Local,0.686251,0.6581018,0.6799395,0.6341993,0.72408146
000743,SHAP,Bar,Local_Attribution,Classification,Local,0.7831301,0.71379507,0.7120869,0.6934096,0.7450478
000744,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.76286936,0.7320424,0.73029685,0.7200441,0.6910993
000745,SHAP,Bar,Global_Summary,Classification,Global,0.78054655,0.71515197,0.6748076,0.7331905,0.718006
000746,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7539615,0.7206493,0.7236662,0.7317635,0.7231992
000747,SHAP,Violin,Global_Summary,Classification,Global,0.7331614,0.71869594,0.73111963,0.6978691,0.7241496
000748,SHAP,Scatter,Dependence_Curve,Classification,Global,0.69511235,0.7328059,0.7047656,0.6969518,0.7206895
000749,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7342897,0.68743306,0.7067896,0.717583,0.71416414
000750,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7023798,0.70640725,0.6557685,0.6934475,0.72334903
000751,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7263454,0.7323296,0.642926,0.72761977,0.7259364
000752,SHAP,Force,Local_Attribution,Classification,Local,0.685367,0.66891885,0.68961686,0.6613212,0.6851882
000753,SHAP,Bar,Local_Attribution,Classification,Local,0.77628523,0.7292086,0.6448578,0.72181684,0.72939813
000754,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.71923816,0.666156,0.7085451,0.68106496,0.7146762
000755,SHAP,Bar,Global_Summary,Classification,Global,0.76012284,0.728501,0.75849444,0.74067074,0.72064704
000756,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7190253,0.743144,0.735522,0.6972631,0.6984342
000757,SHAP,Violin,Global_Summary,Classification,Global,0.7342831,0.71584004,0.71986026,0.7075324,0.7002382
000758,SHAP,Scatter,Dependence_Curve,Classification,Global,0.74070424,0.720613,0.71860075,0.7077688,0.7178292
000759,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.69245654,0.71375805,0.7058045,0.6860591,0.7264868
000760,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.72034544,0.6708214,0.67534524,0.69961727,0.6527926
000761,SHAP,Waterfall,Local_Attribution,Regression,Local,0.76675975,0.7505802,0.72748375,0.7201326,0.7629575
000762,SHAP,Force,Local_Attribution,Regression,Local,0.6885445,0.68668854,0.7111472,0.6877093,0.67471266
000763,SHAP,Bar,Local_Attribution,Regression,Local,0.75805295,0.7678416,0.7651896,0.74928355,0.7535366
000764,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7185251,0.6875219,0.6843061,0.71096283,0.7135189
000765,SHAP,Bar,Global_Summary,Regression,Global,0.7227952,0.7457017,0.7462946,0.72584456,0.75506306
000766,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7547891,0.7699536,0.7459509,0.7565472,0.7405729
000767,SHAP,Violin,Global_Summary,Regression,Global,0.7684321,0.74750596,0.77915674,0.7697671,0.74614143
000768,SHAP,Scatter,Dependence_Curve,Regression,Global,0.7469335,0.7245313,0.7291825,0.74967086,0.7210848
000769,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.74052465,0.71139634,0.69587195,0.73071206,0.7157667
000770,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.7330313,0.7282869,0.68672746,0.70814615,0.7070493
000771,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7576877,0.741128,0.7511628,0.72028726,0.75669533
000772,SHAP,Force,Local_Attribution,Regression,Local,0.7197111,0.70117044,0.66517574,0.66397446,0.70399725
000773,SHAP,Bar,Local_Attribution,Regression,Local,0.77718705,0.74349725,0.74733186,0.7331119,0.7443776
000774,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7318262,0.68813723,0.6264879,0.71273434,0.6685255
000775,SHAP,Bar,Global_Summary,Regression,Global,0.7392428,0.7375634,0.71186453,0.72829187,0.7529088
000776,SHAP,Beeswarm,Global_Summary,Regression,Global,0.74546885,0.7706106,0.75660914,0.74845797,0.73828596
000777,SHAP,Violin,Global_Summary,Regression,Global,0.7608689,0.74188507,0.77938837,0.7379718,0.74821603
000778,SHAP,Scatter,Dependence_Curve,Regression,Global,0.71385455,0.7058488,0.71943754,0.7133671,0.72235924
000779,SHAP,Heatmap,Dense_Tracking,Regression,Global,0.73372453,0.68547785,0.68170214,0.7241011,0.7164665
000780,SHAP,Decision,Cohort_Pattern,Regression,Cohort,0.6967015,0.74506164,0.71737194,0.69944763,0.7172617
000781,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7527066,0.71316963,0.7048373,0.7532098,0.7257687
000782,SHAP,Force,Local_Attribution,Classification,Local,0.7359068,0.70357674,0.6694262,0.7083854,0.72137433
000783,SHAP,Bar,Local_Attribution,Classification,Local,0.75271606,0.75676274,0.72875315,0.73807883,0.75567514
000784,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.75665504,0.7432122,0.71766806,0.75295174,0.7405187
000785,SHAP,Bar,Global_Summary,Classification,Global,0.7584267,0.74706995,0.71542096,0.74419844,0.75348455
000786,SHAP,Beeswarm,Global_Summary,Classification,Global,0.74916667,0.7591754,0.74539495,0.7245742,0.7404476
000787,SHAP,Violin,Global_Summary,Classification,Global,0.7312107,0.715603,0.7294335,0.7473479,0.7195581
000788,SHAP,Scatter,Dependence_Curve,Classification,Global,0.71826833,0.7214783,0.7204258,0.7231865,0.7135885
000789,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.74639004,0.7371855,0.70353,0.7458973,0.74592084
000790,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.72314036,0.6722792,0.6797878,0.70872927,0.7073673
000791,SHAP,Waterfall,Local_Attribution,Classification,Local,0.75618356,0.7693509,0.6866388,0.7418779,0.7487947
000792,SHAP,Force,Local_Attribution,Classification,Local,0.7228737,0.67198294,0.677354,0.70821226,0.706136
000793,SHAP,Bar,Local_Attribution,Classification,Local,0.77336186,0.74901396,0.65966666,0.7399593,0.74411136
000794,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.7511269,0.75179636,0.6747428,0.7391232,0.7013738
000795,SHAP,Bar,Global_Summary,Classification,Global,0.7556894,0.7367045,0.7295331,0.7533695,0.71840227
000796,SHAP,Beeswarm,Global_Summary,Classification,Global,0.74554527,0.7389581,0.6764895,0.7128136,0.71530914
000797,SHAP,Violin,Global_Summary,Classification,Global,0.7434427,0.68674725,0.71295303,0.7064866,0.7170544
000798,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7331341,0.7168786,0.7050406,0.7124842,0.7269021
000799,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7148984,0.66560453,0.69383675,0.68796974,0.7464459
000800,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.6751503,0.6977927,0.65763205,0.65756226,0.7067293
000801,SHAP,Waterfall,Local_Attribution,Classification,Local,0.7729207,0.74571127,0.70036757,0.7311167,0.77425677
000802,SHAP,Force,Local_Attribution,Classification,Local,0.71175015,0.6848721,0.6851665,0.69295067,0.72637725
000803,SHAP,Bar,Local_Attribution,Classification,Local,0.7793912,0.76690596,0.68021184,0.77696574,0.7693744
000804,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.77721035,0.7592159,0.69357765,0.76151186,0.74768525
000805,SHAP,Bar,Global_Summary,Classification,Global,0.7805089,0.7649183,0.6907208,0.7646514,0.77816427
000806,SHAP,Beeswarm,Global_Summary,Classification,Global,0.7608268,0.7665474,0.74068683,0.7395379,0.75478035
000807,SHAP,Violin,Global_Summary,Classification,Global,0.74154353,0.731445,0.7200678,0.7255604,0.7439794
000808,SHAP,Scatter,Dependence_Curve,Classification,Global,0.7199333,0.7197435,0.73932797,0.7147451,0.7457343
000809,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7337173,0.7110113,0.7333972,0.72540754,0.7432485
000810,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.7103895,0.71809393,0.69267076,0.708803,0.6980326
000811,SHAP,Waterfall,Local_Attribution,Classification,Local,0.777709,0.725441,0.6654351,0.76783055,0.7639445
000812,SHAP,Force,Local_Attribution,Classification,Local,0.7360767,0.683947,0.68770075,0.7127697,0.72414696
000813,SHAP,Bar,Local_Attribution,Classification,Local,0.76835686,0.72374475,0.6656894,0.7690524,0.74927586
000814,SHAP,Bar,Cohort_Pattern,Classification,Cohort,0.7448213,0.74159217,0.65331364,0.7299879,0.7266117
000815,SHAP,Bar,Global_Summary,Classification,Global,0.7705894,0.73658884,0.7470361,0.72656685,0.7581619
000816,SHAP,Beeswarm,Global_Summary,Classification,Global,0.76307416,0.7290197,0.7437281,0.7237551,0.7577424
000817,SHAP,Violin,Global_Summary,Classification,Global,0.7395821,0.7221158,0.7492195,0.7368098,0.7162149
000818,SHAP,Scatter,Dependence_Curve,Classification,Global,0.73500097,0.7619855,0.6850926,0.7488389,0.7593989
000819,SHAP,Heatmap,Dense_Tracking,Classification,Global,0.7373697,0.692474,0.69535875,0.72925264,0.7250656
000820,SHAP,Decision,Cohort_Pattern,Classification,Cohort,0.65358925,0.6807674,0.6829371,0.65609914,0.6668427
000821,SHAP,Waterfall,Local_Attribution,Regression,Local,0.7437267,0.71935326,0.6761731,0.7247972,0.7540641
000822,SHAP,Force,Local_Attribution,Regression,Local,0.73725796,0.69772625,0.674361,0.6900887,0.6905492
000823,SHAP,Bar,Local_Attribution,Regression,Local,0.7534362,0.73812914,0.7242542,0.7502878,0.746534
000824,SHAP,Bar,Cohort_Pattern,Regression,Cohort,0.7719042,0.7119798,0.73945886,0.76816416,0.70405364
000825,SHAP,Bar,Global_Summary,Regression,Global,0.72056884,0.75036776,0.7577404,0.7161732,0.735199
000826,SHAP,Beeswarm,Global_Summary,Regression,Global,0.7253451,0.7580697,0.7072472,0.72934484,0.72567135
000827,SHAP,Violin,Global_Summary,Regression,Global,0.7316173,0.733941,0.70345813,0.7004379,0.726696
